longitude,latitude,anchores_id
121.9226861,29.92094444,ningbo04
121.92935,29.92276667,ningbo04
121.9301111,29.92106389,ningbo04
121.9228806,29.91913056,ningbo04
121.9245528,29.91709444,ningbo05
121.9310444,29.91918056,ningbo05
121.9311417,29.91765556,ningbo05
121.9245861,29.91581944,ningbo05
122.0272056,29.90005556,ningbo06
122.0613667,29.89115556,ningbo06
122.0568139,29.87654722,ningbo06
122.0233444,29.88781667,ningbo06
121.9907611,29.76998056,ningbo07
122.0003583,29.76220278,ningbo07
122.0147556,29.77419444,ningbo07
122.0032444,29.78286389,ningbo07
121.6994444,29.98472222,ningbo08
121.8211111,30.08333333,ningbo08
121.9477778,30.185,ningbo08
121.9533333,30.29083333,ningbo08
121.9822222,30.34333333,ningbo08
122.0483333,30.30277778,ningbo08
122.2416667,30.30416667,ningbo08
122.2425,30.28833333,ningbo08
122.2511111,30.28694444,ningbo08
122.2597222,30.27083333,ningbo08
122.3075,30.26666667,ningbo08
122.3133333,30.27,ningbo08
122.2816667,30.22972222,ningbo08
122.2761111,30.22972222,ningbo08
122.265,30.22583333,ningbo08
122.3588889,30.1,ningbo08
122.4172222,30.04944444,ningbo08
122.4230556,30.04333333,ningbo08
122.4316667,30.02666667,ningbo08
122.4469444,29.97444444,ningbo08
122.4433333,29.965,ningbo08
122.4083333,29.9525,ningbo08
122.3769444,29.84333333,ningbo08
122.3713889,29.84333333,ningbo08
122.3547222,29.83888889,ningbo08
122.3438889,29.8425,ningbo08
122.3283333,29.82916667,ningbo08
122.3180556,29.82305556,ningbo08
122.3086111,29.77194444,ningbo08
122.2886111,29.75138889,ningbo08
122.2583333,29.73444444,ningbo08
122.2266667,29.71777778,ningbo08
122.2408333,29.68638889,ningbo08
122.2283333,29.685,ningbo08
122.16,29.62666667,ningbo08
122.0088889,29.58944444,ningbo08
121.9952778,29.58861111,ningbo08
121.8425,29.68111111,ningbo08
108.6440611,21.68096389,qinzhou01
108.6398556,21.68630278,qinzhou01
108.6335472,21.68259444,qinzhou01
108.6374944,21.67715,qinzhou01
108.4750889,21.55779444,qinzhou02
108.7463194,21.60129167,qinzhou02
108.7216111,21.74620556,qinzhou02
108.5632,21.94466667,qinzhou02
108.4337806,21.87041111,qinzhou02
121.5704639,31.38093056,shanghai01
121.5975389,31.37029167,shanghai01
121.5883917,31.35772222,shanghai01
121.5628667,31.36818056,shanghai01
121.6466806,31.34377778,shanghai02
121.6782944,31.32645,shanghai02
121.6689611,31.31514444,shanghai02
121.6368694,31.33058611,shanghai02
122.0474778,30.64218056,shanghai03
122.0942083,30.61163333,shanghai03
122.0867417,30.60232778,shanghai03
122.0396944,30.63364167,shanghai03
121.4969778,31.37229444,shanghai04
121.49745,31.365575,shanghai04
121.4934361,31.36533611,shanghai04
121.4920833,31.37075556,shanghai04
121.5039611,31.35636389,shanghai05
121.5110361,31.35163889,shanghai05
121.5093833,31.3495,shanghai05
121.5006833,31.35340278,shanghai05
121.53125,31.40141389,shanghai06
121.5996778,31.38391667,shanghai06
121.6614028,31.36039444,shanghai06
121.7519472,31.29842778,shanghai06
121.7303222,31.27175278,shanghai06
121.6144472,31.31766944,shanghai06
121.5381222,31.36039444,shanghai06
122.0088806,30.65661389,shanghai07
122.0282194,30.63130833,shanghai07
122.0706944,30.60610556,shanghai07
122.1057139,30.59531389,shanghai07
122.1290833,30.59266944,shanghai07
122.1438833,30.59875,shanghai07
122.1469722,30.61927778,shanghai07
122.0417278,30.66403333,shanghai07
121.5082306,31.39620833,shanghai08
121.5218611,31.38930278,shanghai08
121.5029944,31.37364444,shanghai08
121.5189972,31.35228056,shanghai08
121.5529389,31.339775,shanghai08
121.5632583,31.31149444,shanghai08
121.5692722,31.28231944,shanghai08
121.5648083,31.27088056,shanghai08
121.543825,31.25515278,shanghai08
121.5384694,31.25952778,shanghai08
121.5601528,31.2823,shanghai08
121.5522583,31.30341944,shanghai08
121.5479389,31.33345,shanghai08
121.5153972,31.34700278,shanghai08
121.4955806,31.36028056,shanghai08
121.4950611,31.383725,shanghai08
